RES_ID,Fecha_Viaje,Fecha_Reserva,Lead_Time_Dias,Noches_Estancia,Barco,Compañia,Tipo_Ruta,Suite_Type,Booking_Source,Package,Guest_Country,Cabinas_Totales_Barco,Cabinas_Reservadas,Porcentaje_Ocupacion_Ciclo,Pasajeros_Reserva,Tripulacion,Ingreso_Total_Reserva_USD,Gasto_Promedio_Diario_Huesped_USD,Puntuacion_Satisfaccion
RES-24434,2019-04-21,2019-01-31,80.0,8,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,Full Board,SPAIN,2612,1,84.92,2,1688,3810.88,148.18,4.6
RES-24435,2019-04-21,2019-03-03,49.0,8,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,All Inclusive,GERMANY,2612,1,84.92,1,1688,2556.56,139.57,4.1
RES-24436,2019-04-21,2019-02-04,76.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive,CANADA,1646,1,93.72,1,1416,3211.92,176.88,4.7
RES-24437,2019-04-21,2019-01-23,88.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,GERMANY,1646,1,93.72,1,1416,3198.6,175.4,5.0
RES-24438,2019-04-21,2019-01-09,102.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,All Inclusive,SPAIN,1646,1,93.72,1,1416,3236.13,179.57,4.7
RES-24439,2019-04-21,2019-02-22,58.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,Full Board,USA,1646,1,93.72,1,1416,3137.94,168.66,4.8
RES-24440,2019-04-21,2019-02-06,74.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,GERMANY,1646,1,93.72,2,1416,4588.38,168.85,4.8
RES-24441,2019-04-21,2019-03-28,24.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive + EXC,UK,1646,1,93.72,1,1416,3150.27,170.03,4.9
RES-24442,2019-04-21,2019-02-12,68.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,All Inclusive,FRANCE,1646,1,93.72,2,1416,4678.92,168.85,4.6
RES-24443,2019-04-21,2018-12-20,122.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,Full Board,USA,1646,1,93.72,1,1416,3171.6,172.4,4.7
RES-24444,2019-04-21,2019-02-06,74.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Web,Full Board,UNKNOWN,1646,1,93.72,1,1416,3117.87,166.43,4.9
RES-24445,2019-04-21,2019-01-29,82.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive,UK,1646,2,93.72,2,1416,6282.36,169.02,4.9
RES-24446,2019-04-21,2019-01-30,81.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Direct,Full Board + EXC,CANADA,1646,1,93.72,1,1416,3073.86,161.54,4.9
RES-24447,2019-04-21,2019-04-15,6.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Direct,All Inclusive,USA,1646,1,93.72,1,1416,3310.2,187.8,4.6
RES-24448,2019-04-21,2019-02-04,76.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,UK,1646,1,93.72,2,1416,4838.58,178.81,4.6
RES-24449,2019-04-21,2019-02-28,52.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,All Inclusive,UK,1646,1,93.72,1,1416,3135.15,168.35,4.7
RES-24450,2019-04-21,2019-02-02,78.0,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive + EXC,USA,1646,1,93.72,1,1416,3245.58,180.62,4.5
RES-24451,2019-04-21,2019-01-19,92.0,13,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,All Inclusive + EXC,MEXICO,1347,1,92.32,2,1253,8041.28,219.28,5.0
RES-24452,2019-04-21,2019-02-28,52.0,13,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Direct,All Inclusive,USA,1347,1,92.32,1,1253,5138.64,215.28,4.5
RES-24453,2019-04-21,2019-01-09,102.0,13,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive,GERMANY,1347,1,92.32,1,1253,5030.35,206.95,4.4
RES-24454,2019-04-21,2018-12-24,118.0,13,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,All Inclusive,FRANCE,1347,1,92.32,1,1253,5166.98,217.46,4.8
RES-24455,2019-04-21,2018-12-14,128.0,13,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Direct,All Inclusive,USA,1347,2,92.32,4,1253,15806.44,213.97,4.7
RES-24456,2019-04-21,2019-01-15,96.0,13,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Web,Full Board + EXC,CANADA,1347,1,92.32,2,1253,7814.56,210.56,4.6
RES-24457,2019-04-21,2019-01-11,100.0,13,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,Full Board + EXC,USA,1347,1,92.32,2,1253,8148.14,168.85,5.0
RES-24458,2019-04-21,2019-03-05,47.0,13,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Direct,All Inclusive,GERMANY,1347,1,92.32,2,1253,8345.74,168.85,4.7
RES-24459,2019-04-21,2019-02-01,79.0,13,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Direct,All Inclusive,USA,1347,1,92.32,1,1253,5005.26,205.02,5.0
RES-24460,2019-04-21,2019-02-13,67.0,13,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,All Inclusive,FRANCE,1347,1,92.32,2,1253,7829.64,211.14,4.7
RES-24461,2019-04-21,2019-02-07,73.0,13,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Direct,All Inclusive,SPAIN,1347,1,92.32,1,1253,5286.84,226.68,4.7
RES-24462,2019-04-21,2019-03-14,38.0,13,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,All Inclusive + EXC,USA,1347,1,92.32,1,1253,4969.9,202.3,4.9
RES-24463,2019-04-21,2019-01-13,98.0,13,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,Full Board,SPAIN,1347,1,92.32,1,1253,5271.24,225.48,4.7
RES-24464,2019-04-21,2019-01-18,93.0,13,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive + EXC,USA,1347,1,92.32,2,1253,7580.56,201.56,4.6
RES-24465,2019-04-21,2018-12-15,127.0,13,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,All Inclusive + EXC,GERMANY,1347,1,92.32,3,1253,10419.63,207.17,4.6
RES-24466,2019-04-21,2019-01-06,105.0,5,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board,ITALY,2732,1,93.91,2,1500,2012.3,111.23,4.6
RES-24467,2019-04-21,2019-01-09,102.0,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,SPAIN,2732,1,93.91,2,1500,2095.6,119.56,4.6
RES-24468,2019-04-21,2019-02-02,78.0,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,USA,2732,1,93.91,2,1500,2244.0,134.4,4.4
RES-24469,2019-04-21,2019-03-18,34.0,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,SPAIN,2732,1,93.91,1,1500,1568.75,133.75,4.2
RES-24470,2019-04-21,2019-03-08,44.0,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,USA,2732,1,93.91,1,1500,1532.95,126.59,4.4
RES-24471,2019-04-21,2019-02-13,67.0,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,GERMANY,2732,1,93.91,2,1500,2088.8,118.88,4.2
RES-24472,2019-04-21,2019-01-04,107.0,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,Full Board,USA,2732,1,93.91,1,1500,1586.1,137.22,4.4
RES-24473,2019-04-21,2018-12-29,113.0,5,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board,GERMANY,2732,1,93.91,1,1500,1569.5,133.9,4.1
RES-24474,2019-04-21,2019-01-14,97.0,5,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board + EXC,UK,2732,1,93.91,2,1500,2122.0,122.2,4.0
RES-24475,2019-04-21,2019-01-08,103.0,5,AIDAcosma,AIDA Cruises,Canarias,Suite,Web,Full Board,USA,2732,1,93.91,2,1500,2240.2,134.02,4.2
RES-24476,2019-04-21,2019-02-02,78.0,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board + EXC,UK,2732,1,93.91,1,1500,1557.15,131.43,4.2
RES-24477,2019-04-21,2018-12-17,125.0,5,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board + EXC,SPAIN,2732,1,93.91,2,1500,2245.5,134.55,4.2
RES-24478,2019-04-21,2019-01-09,102.0,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,UK,2732,1,93.91,1,1500,1529.55,125.91,4.3
RES-24479,2019-04-21,2019-01-03,108.0,5,AIDAcosma,AIDA Cruises,Canarias,Suite,B2B,Full Board,UK,2732,1,93.91,2,1500,2179.4,168.85,4.3
RES-24480,2019-04-21,2019-01-31,80.0,5,AIDAcosma,AIDA Cruises,Canarias,Suite,B2B,Full Board + EXC,USA,2732,1,93.91,2,1500,2259.2,135.92,4.4
RES-24481,2019-04-26,2019-04-07,19.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Direct,All Inclusive,GERMANY,2626,1,97.76,1,2138,2344.65,154.95,4.5
RES-24482,2019-04-26,2019-01-02,114.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive,USA,2626,1,97.76,1,2138,2400.23,162.89,4.3
RES-24483,2019-04-26,2019-03-26,31.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,All Inclusive + EXC,USA,2626,1,97.76,1,2138,2486.75,175.25,4.5
RES-24484,2019-04-26,2019-02-11,74.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,GERMANY,2626,1,97.76,1,2138,2390.64,161.52,4.4
RES-24485,2019-04-26,2019-02-11,74.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,USA,2626,1,97.76,1,2138,2378.39,159.77,4.4
RES-24486,2019-04-26,2018-12-29,118.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,All Inclusive,USA,2626,1,97.76,1,2138,2397.78,162.54,4.6
RES-24487,2019-04-26,2019-02-08,77.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,All Inclusive + EXC,UK,2626,1,97.76,1,2138,2366.7,158.1,4.9
RES-24488,2019-04-26,2019-02-12,73.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive,GERMANY,2626,1,97.76,2,2138,3510.36,160.74,4.5
RES-24489,2019-04-26,2019-03-06,51.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Web,Full Board + EXC,ITALY,2626,1,97.76,1,2138,2407.65,163.95,4.5
RES-24490,2019-04-26,2019-02-24,61.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Web,All Inclusive,USA,2626,1,97.76,1,2138,2332.33,153.19,4.5
RES-24491,2019-04-26,2019-03-07,50.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,MEXICO,2626,1,97.76,2,2138,3535.84,162.56,4.2
RES-24492,2019-04-26,2018-12-15,132.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Direct,All Inclusive + EXC,GERMANY,2626,1,97.76,1,2138,2425.85,166.55,4.3
RES-24493,2019-04-26,2019-01-27,89.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Direct,Full Board + EXC,SPAIN,2626,1,97.76,2,2138,3785.46,180.39,4.4
RES-24494,2019-04-26,2019-03-22,35.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,B2B,Full Board,USA,2626,1,97.76,2,2138,3637.76,169.84,4.9
RES-24495,2019-04-26,2019-02-26,59.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive + EXC,MEXICO,2626,1,97.76,2,2138,3703.7,174.55,4.3
RES-24496,2019-04-26,2019-03-28,29.0,5,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Web,Full Board,ITALY,2805,1,90.34,2,2350,2752.0,185.2,4.6
RES-24497,2019-04-26,2019-01-14,102.0,5,Icon of the Seas,Royal Caribbean,Caribe,Interior,Direct,Full Board,USA,2805,2,90.34,2,2350,3710.4,191.04,4.9
RES-24498,2019-04-26,2019-01-07,109.0,5,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive + EXC,CANADA,2805,1,90.34,2,2350,2724.3,182.43,4.8
RES-24499,2019-04-26,2019-02-17,68.0,5,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,Full Board,UNKNOWN,2805,2,90.34,2,2350,3714.8,191.48,5.0
RES-24500,2019-04-26,2019-02-28,57.0,5,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,B2B,All Inclusive,GERMANY,2805,1,90.34,1,2350,1870.7,194.14,4.7
RES-24501,2019-04-26,2019-03-14,43.0,5,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Web,All Inclusive,CANADA,2805,2,90.34,2,2350,3817.5,201.75,4.6
RES-24502,2019-04-26,2019-02-05,80.0,5,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,All Inclusive,USA,2805,1,90.34,2,2350,2822.9,192.29,5.0
RES-24503,2019-04-26,2018-10-16,192.0,5,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,Full Board,GERMANY,2805,1,90.34,1,2350,1805.6,181.12,4.8
RES-24504,2019-04-26,2019-03-27,30.0,5,Icon of the Seas,Royal Caribbean,Caribe,Interior,Direct,Full Board,UK,2805,1,90.34,1,2350,1773.65,174.73,5.0
RES-24505,2019-04-26,2019-02-03,82.0,5,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,B2B,All Inclusive + EXC,USA,2805,1,90.34,2,2350,2760.5,186.05,4.8
RES-24506,2019-04-26,2019-01-18,98.0,5,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive + EXC,UK,2805,1,90.34,1,2350,1918.95,203.79,4.7
RES-24507,2019-04-26,2019-02-03,82.0,5,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,B2B,Full Board,USA,2805,1,90.34,2,2350,2805.3,190.53,4.6
RES-24508,2019-04-26,2019-02-06,79.0,5,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Direct,All Inclusive,USA,2805,1,90.34,2,2350,2963.8,206.38,4.5
RES-24509,2019-04-26,2019-02-10,75.0,5,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Direct,All Inclusive + EXC,ITALY,2805,2,90.34,2,2350,3838.5,203.85,4.8
RES-24510,2019-04-26,2019-03-09,48.0,5,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive,GERMANY,2805,1,90.34,2,2350,2733.9,183.39,4.8
RES-24511,2019-04-26,2019-01-05,111.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,Full Board + EXC,ITALY,1643,1,96.7,2,1388,3981.76,158.86,4.4
RES-24512,2019-04-26,2019-02-20,65.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,SPAIN,1643,1,96.7,2,1388,3730.88,143.18,4.7
RES-24513,2019-04-26,2019-01-11,105.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board,USA,1643,1,96.7,2,1388,3926.72,155.42,4.6
RES-24514,2019-04-26,2019-04-09,17.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board + EXC,USA,1643,1,96.7,2,1388,3529.6,130.6,4.5
RES-24515,2019-04-26,2019-01-11,105.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board + EXC,GERMANY,1643,1,96.7,2,1388,3702.08,141.38,4.3
RES-24516,2019-04-26,2019-02-19,66.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Web,Full Board,UK,1643,2,96.7,4,1388,7303.36,138.23,4.3
RES-24517,2019-04-26,2019-02-11,74.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board,ITALY,1643,1,96.7,1,1388,2611.12,146.39,4.6
RES-24518,2019-04-26,2019-01-01,115.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive + EXC,USA,1643,1,96.7,2,1388,3926.72,155.42,4.5
RES-24519,2019-04-26,2019-01-02,114.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,All Inclusive,SPAIN,1643,1,96.7,2,1388,3722.56,142.66,4.4
RES-24520,2019-04-26,2019-01-06,110.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,Full Board,GERMANY,1643,2,96.7,4,1388,7076.48,131.14,4.6
RES-24521,2019-04-26,2019-02-05,80.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,GERMANY,1643,2,96.7,2,1388,5452.48,160.78,4.6
RES-24522,2019-04-26,2019-01-31,85.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,SPAIN,1643,2,96.7,2,1388,5262.56,148.91,4.3
RES-24523,2019-04-26,2019-01-01,115.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,CANADA,1643,1,96.7,1,1388,2545.04,138.13,4.6
RES-24524,2019-04-26,2018-12-11,136.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Web,All Inclusive + EXC,UNKNOWN,1643,1,96.7,1,1388,2638.48,149.81,4.4
RES-24525,2019-04-26,2019-02-22,63.0,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board + EXC,USA,1643,2,96.7,2,1388,5253.28,148.33,4.5
RES-24526,2019-04-26,2019-03-28,29.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive + EXC,USA,1250,1,97.76,1,1458,1140.0,200.0,5.0
RES-24527,2019-04-26,2019-02-07,78.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive,MEXICO,1250,1,97.76,2,1458,1731.72,198.62,5.0
RES-24528,2019-04-26,2019-02-04,81.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,SPAIN,1250,2,97.76,4,1458,3311.64,185.97,5.0
RES-24529,2019-04-26,2019-01-30,86.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,GERMANY,1250,1,97.76,1,1458,1116.06,192.02,4.8
RES-24530,2019-04-26,2019-01-23,93.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,SPAIN,1250,1,97.76,2,1458,1715.52,195.92,4.7
RES-24531,2019-04-26,2019-01-24,92.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,UNKNOWN,1250,2,97.76,4,1458,3761.76,223.48,4.8
RES-24532,2019-04-26,2019-03-01,56.0,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,Full Board,USA,1250,1,97.76,2,1458,1701.66,193.61,5.0
RES-24533,2019-04-26,2019-02-10,75.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive,USA,1250,1,97.76,1,1458,1149.66,203.22,4.8
RES-24534,2019-04-26,2019-03-08,49.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,UK,1250,1,97.76,2,1458,1718.7,196.45,5.0
RES-24535,2019-04-26,2019-03-13,44.0,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,All Inclusive,UK,1250,1,97.76,2,1458,1735.62,199.27,4.9
RES-24536,2019-04-26,2019-03-06,51.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,GERMANY,1250,1,97.76,1,1458,1169.13,209.71,4.6
RES-24537,2019-04-26,2019-02-17,68.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,USA,1250,1,97.76,2,1458,1742.34,200.39,4.7
RES-24538,2019-04-26,2019-01-21,95.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board + EXC,SPAIN,1250,1,97.76,2,1458,1820.34,213.39,4.9
RES-24539,2019-04-26,2019-01-07,109.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,MEXICO,1250,1,97.76,2,1458,1728.0,198.0,4.7
RES-24540,2019-04-26,2018-12-18,129.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive,USA,1250,1,97.76,2,1458,1898.16,226.36,4.9
RES-24541,2019-04-26,2019-01-28,88.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,Full Board,USA,2612,1,89.42,2,1688,2859.0,148.25,4.6
RES-24542,2019-04-26,2019-02-09,76.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,USA,2612,1,89.42,2,1688,2913.72,152.81,4.3
RES-24543,2019-04-26,2018-11-24,153.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,GERMANY,2612,1,89.42,2,1688,2801.88,168.85,4.3
RES-24544,2019-04-26,2019-03-01,56.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Direct,Full Board,GERMANY,2612,1,89.42,2,1688,2748.6,139.05,4.3
RES-24545,2019-04-26,2019-01-27,89.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,GERMANY,2612,1,89.42,1,1688,1942.02,143.67,4.2
RES-24546,2019-04-26,2019-03-11,46.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,Full Board + EXC,USA,2612,2,89.42,4,1688,5130.0,123.75,3.9
RES-24547,2019-04-26,2019-02-13,72.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Suite,Web,All Inclusive + EXC,USA,2612,1,89.42,2,1688,2767.08,140.59,4.1
RES-24548,2019-04-26,2019-01-29,87.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,All Inclusive + EXC,USA,2612,1,89.42,2,1688,2775.84,141.32,4.2
RES-24549,2019-04-26,2019-03-01,56.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive,UK,2612,2,89.42,2,1688,3751.68,132.64,4.4
RES-24550,2019-04-26,2019-01-31,85.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,All Inclusive,GERMANY,2612,1,89.42,1,1688,1861.74,130.29,4.2
RES-24551,2019-04-26,2019-02-02,83.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive,UNKNOWN,2612,1,89.42,1,1688,1932.6,142.1,4.4
RES-24552,2019-04-26,2019-01-19,97.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,Full Board + EXC,CANADA,2612,1,89.42,1,1688,1886.58,134.43,4.3
RES-24553,2019-04-26,2019-01-18,98.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,USA,2612,1,89.42,1,1688,1963.86,147.31,4.4
RES-24554,2019-04-26,2019-01-15,101.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Direct,Full Board + EXC,UK,2612,1,89.42,1,1688,1899.96,136.66,3.9
RES-24555,2019-04-26,2018-12-18,129.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,All Inclusive + EXC,USA,2612,1,89.42,1,1688,1941.42,143.57,4.4
RES-24556,2019-04-26,2018-12-28,119.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Direct,Full Board,SPAIN,1646,1,81.8,1,1416,2449.37,169.91,4.6
RES-24557,2019-04-26,2019-02-06,79.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,Full Board + EXC,USA,1646,1,81.8,1,1416,2489.9,175.7,4.6
RES-24558,2019-04-26,2019-01-29,87.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,UK,1646,1,81.8,2,1416,3919.44,189.96,4.7
RES-24559,2019-04-26,2019-02-17,68.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,USA,1646,1,81.8,1,1416,2485.49,175.07,4.7
RES-24560,2019-04-26,2018-11-15,162.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,GERMANY,1646,1,81.8,1,1416,2590.7,190.1,5.0
RES-24561,2019-04-26,2019-02-21,64.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board,CANADA,1646,1,81.8,2,1416,3955.42,192.53,4.5
RES-24562,2019-04-26,2019-01-06,98.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,UK,1646,1,81.8,2,1416,3801.98,181.57,4.6
RES-24563,2019-04-26,2018-12-28,119.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,UNKNOWN,1646,1,81.8,2,1416,3587.22,166.23,4.5
RES-24564,2019-04-26,2018-12-11,136.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,Full Board + EXC,UK,1646,1,81.8,2,1416,3710.28,175.02,4.6
RES-24565,2019-04-26,2019-01-25,91.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive + EXC,MEXICO,1646,1,81.8,1,1416,2609.53,192.79,4.9
RES-24566,2019-04-26,2019-01-05,111.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive + EXC,UK,1646,1,81.8,1,1416,2516.15,179.45,4.5
RES-24567,2019-04-26,2019-01-19,97.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive + EXC,MEXICO,1646,2,81.8,6,1416,9702.0,168.85,4.7
RES-24568,2019-04-26,2019-03-18,39.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,Full Board,SPAIN,1646,1,81.8,1,1416,2380.91,160.13,4.8
RES-24569,2019-04-26,2019-03-25,32.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board,ITALY,1646,2,81.8,4,1416,7539.56,179.27,4.6
RES-24570,2019-04-26,2019-03-01,56.0,7,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board + EXC,UK,1646,1,81.8,2,1416,3527.44,161.96,4.8
RES-24571,2019-04-26,2018-12-18,129.0,13,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,Full Board,UK,1347,1,93.31,1,1253,5194.67,219.59,5.0
RES-24572,2019-04-26,2019-02-25,60.0,13,Queen Mary 2,Cunard Line,Transatlántico,Interior,Direct,All Inclusive + EXC,UK,1347,1,93.31,1,1253,5371.86,233.22,4.9
RES-24573,2019-04-26,2019-03-18,39.0,13,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Direct,Full Board + EXC,UK,1347,1,93.31,2,1253,7918.3,214.55,4.6
